Soil_sample	Site	Position	Location	Date	Day	Year	Time	Days_Since_Last_Rain	Visibility	Conditions	Temp
537	C2		MLBS	17/06/15	167	2015	10	0	Cloudy	Light_rain_last_12_hr	Cool
537.2	C2		MLBS	17/06/15	167	2015	10	0	Cloudy	Light_rain_last_12_hr	Cool
538	C3		MLBS	17/06/15	167	2015	10	0	Cloudy	Light_rain_last_12_hr	Cool
539	C4		MLBS	17/06/15	167	2015	10	0	Cloudy	Light_rain_last_12_hr	Cool
540	C5		MLBS	17/06/15	167	2015	10	0	Cloudy	Light_rain_last_12_hr	Cool
541	C6		MLBS	17/06/15	167	2015	10	0	Cloudy	Light_rain_last_12_hr	Cool
542	C7		MLBS	17/06/15	167	2015	10	0	Cloudy	Light_rain_last_12_hr	Cool
543	C8		MLBS	17/06/15	167	2015	10	0	Cloudy	Light_rain_last_12_hr	Cool
544	C9		MLBS	17/06/15	167	2015	10	0	Cloudy	Light_rain_last_12_hr	Cool
545	C10		MLBS	17/06/15	167	2015	10	0	Cloudy	Light_rain_last_12_hr	Cool
546	C11		MLBS	17/06/15	167	2015	10	0	Cloudy	Light_rain_last_12_hr	Cool
547	C12		MLBS	17/06/15	167	2015	10	0	Cloudy	Light_rain_last_12_hr	Cool
548	D3		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
549	D1		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
549.2	D1		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
550	D2		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
550.2	D2		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
551	548		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
552	D5		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
553	D6		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
554	D7		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
555	D8		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
556	D9		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
557	D10		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
558	D11		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
559	D12		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
560	D13		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
561	D14		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
562	D14		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
563	D14		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
564	D14		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
565	D14		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
566	D15		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
567	D15		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
568	D15		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
569	D15		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
570	D15		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
571	D16		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
572	D16		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
573	D16		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
574	D16		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
575	D16		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
576	D17		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
577	D17		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
578	D17		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
579	D18		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
580	D18		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
581	D18		MLBS	18/06/15	168	2015	9		Cloudy	Light_rain_last_night	Warm
582	M1		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
583	M1		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
584	M1		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
585	M1		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
586	M2		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
587	M2		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
588	M2		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
589	M2		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
590	M2		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
591	M3		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
592	M3		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
593	M3		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
594	M3		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
595	M3		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
596	M4		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
597	M4		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
598	M4		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
599	M4		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
600	M4		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
601	M5		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
602	M5		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
603	M5		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
604	M5		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
605	M5		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
606	M6		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
607	M6		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
608	M6		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
609	M6		MLBS	18/06/15	168	2015	16	0		Ligt_rain_during_day	
610	M6		MLBS	18/06/15	168	2015	16	1		Ligt_rain_during_day	
611	M7		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
612	M7		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
613	M7		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
614	M7		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
615	M7		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
616	M8		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
617	M8		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
618	M8		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
619	M8		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
620	M8		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
621	A3		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
622	A3		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
623	A3		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
624	A3		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
625	A3		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
626	A4		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
627	A4		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
628	A4		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
629	A4		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
630	A4		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
631	A5		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
632	A5		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
633	A5		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
634	A5		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
635	A5		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
636	A6		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
637	A6		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
638	A6		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
639	A6		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
640	A6		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
641	1		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
642	1		MLBS	19/06/15	169	2015	9	1		Hard_rain_last_night	Cool
643	1		MLBS	19/06/15	169	2015	9	0		Hard_rain_last_night	Cool
644	B1		MLBS	19/06/15	169	2015	11	0	Cloudy		Warm
644.2	B1		MLBS	19/06/15	169	2015	11	0	Cloudy		Warm
645	B4		MLBS	19/06/15	169	2015	11	0	Cloudy		Warm
645.2	B4		MLBS	19/06/15	169	2015	11	0	Cloudy		Warm
646	B3		MLBS	19/06/15	169	2015	11	0	Cloudy		Warm
646.2	B3		MLBS	19/06/15	169	2015	11	0	Cloudy		Warm
647.2	B2		MLBS	10/07/15	190	2015	11	3			
648.2	1		MLBS	24/07/15	204	2015	10	3	Sunny		Warm
649.2	2		MLBS	24/07/15	204	2015	10	3	Sunny		Warm
650.2	3		MLBS	24/07/15	204	2015	10	3	Sunny		Warm
651.2	4		MLBS	24/07/15	204	2015	10	3	Sunny		Warm
652.2	5		MLBS	24/07/15	204	2015	10	0	Sunny		Warm
653.2	A1		MLBS	28/09/15	270	2015	11	0	Foggy		Cool
654.2	C1		MLBS	28/09/15	270	2015	11	3	Foggy		Cool
655	D11		MLBS	7/10/15	279	2015	16.5	3	PartlyCloudy		Cool
656	D10		MLBS	7/10/15	279	2015	16.5	3	PartlyCloudy		Cool
657	D9		MLBS	7/10/15	279	2015	16.5	3	PartlyCloudy		Cool
658	D8		MLBS	7/10/15	279	2015	16.5	3	PartlyCloudy		Cool
659	D2		MLBS	7/10/15	279	2015	16.5	3	PartlyCloudy		Cool
659.2	D2		MLBS	7/10/15	279	2015	16.5	3	PartlyCloudy		Cool
660	D7		MLBS	7/10/15	279	2015	16.5	3	PartlyCloudy		Cool
661	D6		MLBS	7/10/15	279	2015	16.5	3	PartlyCloudy		Cool
662	D5		MLBS	7/10/15	279	2015	17	3	PartlyCloudy		Cool
663	D3		MLBS	7/10/15	279	2015	17	3	PartlyCloudy		Cool
664	D12		MLBS	7/10/15	279	2015	17	3	PartlyCloudy		Cool
665	D13		MLBS	7/10/15	279	2015	17	3	PartlyCloudy		Cool
666	D14		MLBS	7/10/15	279	2015	17	3	PartlyCloudy		Cool
667	D15		MLBS	7/10/15	279	2015	17	3	PartlyCloudy		Cool
668	D16		MLBS	7/10/15	279	2015	17	3	PartlyCloudy		Cool
669	D18		MLBS	7/10/15	279	2015	17	3	PartlyCloudy		Cool
670	D18		MLBS	7/10/15	279	2015	17	3	PartlyCloudy		Cool
671	D18		MLBS	7/10/15	279	2015	18	3	PartlyCloudy		Cool
672	D4		MLBS	7/10/15	279	2015	18	3	PartlyCloudy		Cool
673	D1		MLBS	7/10/15	279	2015	18	6	PartlyCloudy		Cool
673.2	D1		MLBS	19/10/15	291	2015	9	3	Sunny		Cold
674	B5		MLBS	7/10/15	279	2015	18	3	PartlyCloudy		Cool
674.2	B5		MLBS	7/10/15	279	2015	18	3	PartlyCloudy		Cool
675	B2		MLBS	7/10/15	279	2015	18	3	PartlyCloudy		Cool
676	B1		MLBS	7/10/15	279	2015	18	3	PartlyCloudy		Cool
675.2	B2		MLBS	12/10/15	284	2015	18.5	3	Sunny		Cool
676.2	B1		MLBS	12/10/15	284	2015	18.5	3	Sunny		Cool
677	A1		MLBS	12/10/15	284	2015	17.5	3	Sunny		Cool
677.2	A1		MLBS	12/10/15	284	2015	17.5	3	Sunny		Cool
678	A2		MLBS	12/10/15	284	2015	17.5	3	Sunny		Cool
678.2	A2		MLBS	12/10/15	284	2015	17.5	0	Sunny		Cool
679	A5		MLBS	13/10/15	285	2015	9	0	Cloudy	Windy	Cool
680	A5		MLBS	13/10/15	285	2015	9	0	Cloudy	Windy	Cool
681	A5		MLBS	13/10/15	285	2015	9	0	Cloudy	Windy	Cool
682	A5		MLBS	13/10/15	285	2015	9	0	Cloudy	Windy	Cool
683	A5		MLBS	13/10/15	285	2015	9	0	Cloudy	Windy	Cool
684	A3		MLBS	13/10/15	285	2015	9	0	Cloudy	Windy	Cool
685	A3		MLBS	13/10/15	285	2015	9	0	Cloudy	Windy	Cool
686	A3		MLBS	13/10/15	285	2015	9	0	Cloudy	Windy	Cool
687	A3		MLBS	13/10/15	285	2015	9	0	Cloudy	Windy	Cool
688	A3		MLBS	13/10/15	285	2015	9	0	Cloudy	Windy	Cool
689	A4		MLBS	13/10/15	285	2015	9	0	Cloudy	Windy	Cool
690	A4		MLBS	13/10/15	285	2015	9	0	Cloudy	Windy	Cool
691	A4		MLBS	13/10/15	285	2015	9	0	Cloudy	Windy	Cool
692	A4		MLBS	13/10/15	285	2015	9	0	Cloudy	Windy	Cool
693	A4		MLBS	13/10/15	285	2015	9	0	Cloudy	Windy	Cool
694	A6		MLBS	13/10/15	285	2015	9	0	Cloudy	Windy	Cool
695	A6		MLBS	13/10/15	285	2015	9	0	Cloudy	Windy	Cool
696	A6		MLBS	13/10/15	285	2015	9	0	Cloudy	Windy	Cool
697	A6		MLBS	13/10/15	285	2015	9	0	Cloudy	Windy	Cool
698	A6		MLBS	13/10/15	285	2015	9	6	Cloudy	Windy	Cool
699	C2		MLBS	19/10/15	291	2015	9	6	Sunny		Cold
699.2	C2		MLBS	19/10/15	291	2015	9	6	Sunny		Cold
700	C3		MLBS	19/10/15	291	2015	9	6	Sunny		Cold
701	C4		MLBS	19/10/15	291	2015	9	6	Sunny		Cold
702	C5		MLBS	19/10/15	291	2015	9	6	Sunny		Cold
703	C6		MLBS	19/10/15	291	2015	9	6	Sunny		Cold
704	C7		MLBS	19/10/15	291	2015	9	6	Sunny		Cold
705	C8		MLBS	19/10/15	291	2015	9	6	Sunny		Cold
706	C9		MLBS	19/10/15	291	2015	9	6	Sunny		Cold
707	C10		MLBS	19/10/15	291	2015	9	6	Sunny		Cold
708	C11		MLBS	19/10/15	291	2015	9	6	Sunny		Cold
709	C12		MLBS	19/10/15	291	2015	9	8	Sunny		Cold
710	M1		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
711	M1		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
712	M1		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
713	M1		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
714	M1		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
715	M2		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
716	M2		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
717	M2		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
718	M2		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
719	M2		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
720	M3		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
721	M3		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
722	M3		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
723	M3		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
724	M3		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
725	M4		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
726	M4		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
727	M4		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
728	M4		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
729	M4		MLBS	22/10/15	294	2015	10	8	Sunny	Windy	Cool
730	M5		MLBS	22/10/15	294	2015	11	8	Sunny	Windy	Cool
731	M5		MLBS	22/10/15	294	2015	11	8	Sunny	Windy	Cool
732	M5		MLBS	22/10/15	294	2015	11	8	Sunny	Windy	Cool
733	M5		MLBS	22/10/15	294	2015	11	8	Sunny	Windy	Cool
734	M5		MLBS	22/10/15	294	2015	11	8	Sunny	Windy	Cool
735	M6		MLBS	22/10/15	294	2015	11	8	Sunny	Windy	Cool
736	M6		MLBS	22/10/15	294	2015	11	8	Sunny	Windy	Cool
737	M6		MLBS	22/10/15	294	2015	11	8	Sunny	Windy	Cool
738	M6		MLBS	22/10/15	294	2015	11	8	Sunny	Windy	Cool
739	M6		MLBS	22/10/15	294	2015	11	8	Sunny	Windy	Cool
740	M7		MLBS	22/10/15	294	2015	11	8	Sunny	Windy	Cool
741	M7		MLBS	22/10/15	294	2015	11	8	Sunny	Windy	Cool
742	M7		MLBS	22/10/15	294	2015	11	8	Sunny	Windy	Cool
743	M7		MLBS	22/10/15	294	2015	11	8	Sunny	Windy	Cool
744	M7		MLBS	22/10/15	294	2015	11	8	Sunny	Windy	Cool
745	M8		MLBS	22/10/15	294	2015	12	8	Sunny	Windy	Cool
746	M8		MLBS	22/10/15	294	2015	12	8	Sunny	Windy	Cool
747	M8		MLBS	22/10/15	294	2015	12	8	Sunny	Windy	Cool
748	M8		MLBS	22/10/15	294	2015	12	8	Sunny	Windy	Cool
749	M8		MLBS	22/10/15	294	2015	12	8	Sunny	Windy	Cool
750	1		MLBS	22/10/15	294	2015	12	8	Sunny	Windy	Cool
751	1		MLBS	22/10/15	294	2015	12	8	Sunny	Windy	Cool
752	1		MLBS	22/10/15	294	2015	12	0	Sunny	Windy	Cool
753	A1		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
753.2	A1		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
754	A2		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
754.2	A2		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
755	B1		MLBS	3/06/16	154	2016	11	0		Light_rain_during_the_day	
755.2	B1		MLBS	3/06/16	154	2016	11	0		Light_rain_during_the_day	
756	B2		MLBS	3/06/16	154	2016	11	0		Light_rain_during_the_day	
756.2	B2		MLBS	3/06/16	154	2016	11	0		Light_rain_during_the_day	
757	C1		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
757.2	C1		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
758	C2		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
758.2	C2		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
759	D1		MLBS	3/06/16	154	2016	15	0		Light_rain_during_the_day	
759.2	D1		MLBS	3/06/16	154	2016	15	0		Light_rain_during_the_day	
760	D2		MLBS	3/06/16	154	2016	15	0		Light_rain_during_the_day	
760.2	D2		MLBS	3/06/16	154	2016	15	0		Light_rain_during_the_day	
761	A3		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
762	A3		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
763	A3		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
764	A3		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
765	A3		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
766	A4		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
767	A4		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
768	A4		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
769	A4		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
770	A4		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
771	A5		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
772	A5		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
773	A5		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
774	A5		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
775	A5		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
776	A6		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
777	A6		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
778	A6		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
779	A6		MLBS	3/06/16	154	2016	9	0		Light_rain_during_the_day	
780	A6		MLBS	3/06/16	154	2016	9	1		Light_rain_during_the_day	
781	M1		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
782	M1		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
783	M1		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
784	M1		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
785	M1		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
786	M2		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
787	M2		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
788	M2		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
789	M2		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
790	M2		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
791	M3		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
792	M3		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
793	M3		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
794	M3		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
795	M3		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
796	M4		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
797	M4		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
798	M4		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
799	M4		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
800	M4		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
801	M5		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
802	M5		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
803	M5		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
804	M5		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
805	M5		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
806	M6		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
807	M6		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
808	M6		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
809	M6		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
810	M6		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
811	M7		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
812	M7		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
813	M7		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
814	M7		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
815	M7		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
816	M8		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
817	M8		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
818	M8		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
819	M8		MLBS	4/06/16	155	2016	15	1	PartlyCloudy	Rain_day_prior	Cool
820	M8		MLBS	4/06/16	155	2016	15		PartlyCloudy	Rain_day_prior	Cool
821	C3		MLBS	14/06/16	165	2016					
822	C4		MLBS	14/06/16	165	2016					
823	C5		MLBS	14/06/16	165	2016					
824	C6		MLBS	14/06/16	165	2016					
825	C7		MLBS	14/06/16	165	2016					
826	C8		MLBS	14/06/16	165	2016					
827	C9		MLBS	14/06/16	165	2016					
828	C10		MLBS	14/06/16	165	2016					
829	C11		MLBS	14/06/16	165	2016					
830	C12		MLBS	14/06/16	165	2016					
831	1		MLBS	14/06/16	165	2016					
832	1		MLBS	14/06/16	165	2016					
833	1		MLBS	14/06/16	165	2016					
834	D3		MLBS	13/06/16	164	2016	14				
835	D4		MLBS	13/06/16	164	2016	14				
836	D5		MLBS	13/06/16	164	2016	14				
837	D6		MLBS	13/06/16	164	2016	14				
838	D7		MLBS	13/06/16	164	2016	14				
839	D8		MLBS	13/06/16	164	2016	14				
840	D9		MLBS	13/06/16	164	2016	14				
841	D10		MLBS	13/06/16	164	2016	14				
842	D11		MLBS	13/06/16	164	2016	14				
843	D12		MLBS	13/06/16	164	2016	14				
844	D13		MLBS	13/06/16	164	2016	14				
845	D14		MLBS	13/06/16	164	2016	14				
846	D14		MLBS	13/06/16	164	2016	14				
847	D14		MLBS	13/06/16	164	2016	14				
848	D14		MLBS	13/06/16	164	2016	14				
849	D14		MLBS	13/06/16	164	2016	14				
850	D15		MLBS	13/06/16	164	2016	14				
851	D15		MLBS	13/06/16	164	2016	14				
852	D15		MLBS	13/06/16	164	2016	14				
853	D15		MLBS	13/06/16	164	2016	14				
854	D15		MLBS	13/06/16	164	2016	14				
855	D16		MLBS	13/06/16	164	2016	14				
856	D16		MLBS	13/06/16	164	2016	14				
857	D16		MLBS	13/06/16	164	2016	14				
858	D16		MLBS	13/06/16	164	2016	14				
859	D16		MLBS	13/06/16	164	2016	14				
860	D17		MLBS	13/06/16	164	2016	14				
861	D17		MLBS	13/06/16	164	2016	14				
862	D17		MLBS	13/06/16	164	2016	14				
863	D18		MLBS	13/06/16	164	2016	14				
864	D18		MLBS	13/06/16	164	2016	14				
865	D18		MLBS	13/06/16	164	2016	14				
866.2	B1		MLBS	9/06/16	160	2016	16				
867.2	B2		MLBS	9/06/16	160	2016	16				
868.2	D1		MLBS	13/06/16	164	2016	14				
869	1		SR	15/06/16	166	2016	14.75				
870	2		SR	15/06/16	166	2016	14.17				
871	3		SR	15/06/16	166	2016	14.5				
872	4		SR	15/06/16	166	2016	15.25				
873	5		SR	15/06/16	166	2016	15.5				
874	6		SR	15/06/16	166	2016	15.75				
875	1		ST	16/06/16	167	2016	13.25				
876	2		ST	16/06/16	167	2016	13.5				
877	3		ST	16/06/16	167	2016	13.75				
878	4		ST	16/06/16	167	2016	14.33				
879	5		ST	16/06/16	167	2016	14.5				
880	6		ST	16/06/16	167	2016	14.5				
881	1		CT	20/06/16	171	2016	17				
882	1		JC	20/06/16	171	2016	18.66				
883	2		JC	20/06/16	171	2016	18.5				
884	3		JC	20/06/16	171	2016	19				
885	4		JC	20/06/16	171	2016	19				
886	5		JC	20/06/16	171	2016	19.5				
887	6		JC	20/06/16	171	2016	19.5				
888	7		JC	20/06/16	171	2016	19.75				
889	8		JC	20/06/16	171	2016	20				
890	9		JC	20/06/16	171	2016	20.25				
