Soil	Collection_date		Day	Time	gps_n	gps+w	Altitude	5 day rainfall															
375	2014-06-09	2014-01-01	159	9:00:00	37.37381667	-80.5202		17.272															
376	2014-06-09	2014-01-01	159	9:00:00	37.37381667	-80.5202		17.272															
377	2014-06-09	2014-01-01	159	9:00:00	37.37378333	-80.5202		17.272															
378	2014-06-09	2014-01-01	159	9:00:00	37.37378333	-80.5202		17.272															
379	2014-06-09	2014-01-01	159	9:00:00	37.37378333	-80.5202		17.272															
380	2014-06-09	2014-01-01	159	9:00:00	37.37378333	-80.5199		17.272															
381	2014-06-09	2014-01-01	159	9:00:00	37.37378333	-80.5199		17.272															
382	2014-06-09	2014-01-01	159	9:00:00	37.3738	-80.5199		17.272															
383	2014-06-09	2014-01-01	159	9:00:00	37.3738	-80.5199		17.272															
384	2014-06-09	2014-01-01	159	9:00:00	37.3738	-80.5199		17.272															
385	2014-06-09	2014-01-01	159	9:00:00	37.3738	-80.51971667		17.272															
386	2014-06-09	2014-01-01	159	9:00:00	37.3738	-80.51971667		17.272															
387	2014-06-09	2014-01-01	159	9:00:00	37.37376667	-80.51971667		17.272															
388	2014-06-09	2014-01-01	159	9:00:00	37.37376667	-80.51971667		17.272															
389	2014-06-09	2014-01-01	159	9:00:00	37.37376667	-80.51971667		17.272															
390	2014-06-09	2014-01-01	159	9:00:00	37.37376667	-80.51876667		17.272															
391	2014-06-09	2014-01-01	159	9:00:00	37.37376667	-80.51876667		17.272															
392	2014-06-09	2014-01-01	159	9:00:00	37.37306667	-80.51876667		17.272															
393	2014-06-09	2014-01-01	159	9:00:00	37.37306667	-80.51876667		17.272															
394	2014-06-09	2014-01-01	159	9:00:00	37.37306667	-80.51876667		17.272															
395	2014-06-09	2014-01-01	159	9:00:00	37.37306667	-80.51866667		17.272															
396	2014-06-09	2014-01-01	159	9:00:00	37.37306667	-80.51866667		17.272															
397	2014-06-09	2014-01-01	159	9:00:00	37.37278333	-80.51866667		17.272															
398	2014-06-09	2014-01-01	159	9:00:00	37.37278333	-80.51866667		17.272															
399	2014-06-09	2014-01-01	159	9:00:00	37.37278333	-80.51866667		17.272															
400	2014-06-09	2014-01-01	159	13:00:00	37.37278333	-80.51976667		17.272															
401	2014-06-09	2014-01-01	159	14:00:00	37.37278333	-80.51976667		17.272															
402	2014-06-09	2014-01-01	159	15:00:00	37.37243333	-80.51976667		17.272															
403	2014-06-09	2014-01-01	159	20:00:00	37.37243333	-80.51991667		17.272															
404	2014-06-11	2014-01-01	161	20:00:00	37.37243333	-80.53785		18.796															
405	2014-06-11	2014-01-01	161	20:00:00	37.37243333	-80.59423333		18.796															
406	2014-06-11	2014-01-01	161	20:00:00	37.35015	-80.58635		18.796															
407	2014-06-11	2014-01-01	161	20:00:00	37.35536667	-80.59923333		18.796															
408	2014-06-11	2014-01-01	161	20:00:00	37.363	-80.51991667		18.796															
409	2014-06-11	2014-01-01	161	20:00:00	37.35275	-80.53766667		18.796															
410	2014-06-11	2014-01-01	161	20:00:00	37.37243333	0		18.796															
411	2013-10-04	2014-01-01	-89	10:00:00	37.34981667	0		0															
412	2013-10-04	2014-01-01	-89	10:00:00	0	0		0															
413	2013-10-04	2014-01-01	-89		37.35365	-80.53625	4065	0															
414	2013-10-04	2014-01-01	-89		37.35363	-80.53614	4067	0															
415	2014-05-30	2014-01-01	149		37.3538	-80.53608333		14.224															
416	2014-05-28	2014-01-01	147	11:00:00	0	0		0															
417	2012-06-02	2014-01-01	-578	14:00:00	0	0		0															
418	2014-05-29	2014-01-01	148	9:00:00	0	0		0															
419	2014-05-30	2014-01-01	149		37.35361667	-80.5362		14.224															
420	2014-05-30	2014-01-01	149		0	0		14.224															
421	2014-05-30	2014-01-01	149		0	0		14.224															
422	2014-06-09	2014-01-01	159	9:00:00	37.37471667	-80.52028333		17.272															
423	2014-06-09	2014-01-01	159	9:00:00	37.37441667	-80.52031667		17.272															
424	2014-01-10	2014-01-01	9	11:00:00	37.37426667	-80.52088333	1169 m	45.212															
425	2014-10-01	2014-01-01	273	11:00:00	37.37433333	-80.52038333	1199 m	45.212															
426	2014-10-01	2014-01-01	273	11:00:00	37.37433333	-80.52038333	1199 m	45.212															
427	2014-10-01	2014-01-01	273	11:00:00	37.37433333	-80.52038333	1199 m	45.212															
428	2014-10-01	2014-01-01	273	11:00:00	37.37433333	-80.52038333	1199 m	45.212															
429	2014-10-01	2014-01-01	273	11:00:00	37.37433333	-80.52038333	1199 m	45.212															
430	2014-10-01	2014-01-01	273	11:00:00	37.37441667	-80.52035		45.212															
431	2014-10-01	2014-01-01	273	11:00:00	37.37441667	-80.52035		45.212															
432	2014-10-01	2014-01-01	273	11:00:00	37.37441667	-80.52035		45.212															
433	2014-10-01	2014-01-01	273	11:00:00	37.37441667	-80.52035		45.212															
434	2014-10-01	2014-01-01	273	11:00:00	37.37441667	-80.52035		45.212															
435	2014-10-01	2014-01-01	273	11:00:00	37.37455	-80.52025	1188 m	45.212															
436	2014-10-01	2014-01-01	273	11:00:00	37.37455	-80.52025	1188 m	45.212															
437	2014-10-01	2014-01-01	273	11:00:00	37.37455	-80.52025	1188 m	45.212															
438	2014-10-01	2014-01-01	273	11:00:00	37.37455	-80.52025	1188 m	45.212															
439	2014-10-01	2014-01-01	273	11:00:00	37.37455	-80.52025	1188 m	45.212															
440	2014-10-01	2014-01-01	273	11:00:00	37.37431667	-80.52035	1197 m	45.212															
441	2014-10-01	2014-01-01	273	11:00:00	37.37431667	-80.52035	1197 m	45.212															
442	2014-10-01	2014-01-01	273	11:00:00	37.37431667	-80.52035	1197 m	45.212															
443	2014-10-01	2014-01-01	273	11:00:00	37.37431667	-80.52035	1197 m	45.212															
444	2014-10-01	2014-01-01	273	11:00:00	37.37431667	-80.52035	1197 m	45.212															
445	2014-10-01	2014-01-01	273	14:00:00	37.37388333	-80.5204	1199 m	45.212															
446	2014-10-01	2014-01-01	273	14:00:00	37.37388333	-80.5204	1199 m	45.212															
447	2014-10-01	2014-01-01	273	14:00:00	37.37388333	-80.5204	1199 m	45.212															
448	2014-10-01	2014-01-01	273	14:00:00	37.37388333	-80.5204	1199 m	45.212															
449	2014-10-01	2014-01-01	273	14:00:00	37.37388333	-80.5204	1199 m	45.212															
450	2014-10-01	2014-01-01	273	15:00:00	37.37388333	-80.52036667	1187 m	45.212															
451	2014-10-01	2014-01-01	273	15:00:00	37.37388333	-80.52036667	1187 m	45.212															
452	2014-10-01	2014-01-01	273	15:00:00	37.37388333	-80.52036667	1187 m	45.212															
453	2014-10-01	2014-01-01	273	15:00:00	37.37388333	-80.52036667	1187 m	45.212															
454	2014-10-01	2014-01-01	273	15:00:00	37.37388333	-80.52036667	1187 m	45.212															
455	2014-10-01	2014-01-01	273	15:00:00	37.37386667	-80.52008333	1182 m	45.212															
456	2014-10-01	2014-01-01	273	15:00:00	37.37386667	-80.52008333	1182 m	45.212															
457	2014-10-01	2014-01-01	273	15:00:00	37.37386667	-80.52008333	1182 m	45.212															
458	2014-10-01	2014-01-01	273	15:00:00	37.37386667	-80.52008333	1182 m	45.212															
459	2014-10-01	2014-01-01	273	15:00:00	37.37386667	-80.52008333	1182 m	45.212															
460	2014-10-01	2014-01-01	273	15:00:00	37.37378333	-80.51973333		45.212															
461	2014-10-01	2014-01-01	273	15:00:00	37.37378333	-80.51973333		45.212															
462	2014-10-01	2014-01-01	273	15:00:00	37.37378333	-80.51973333		45.212															
463	2014-10-01	2014-01-01	273	15:00:00	37.37378333	-80.51973333		45.212															
464	2014-10-01	2014-01-01	273	15:00:00	37.37378333	-80.51973333		45.212															
465	2014-10-01	2014-01-01	273	16:00:00	37.3736	-80.51945	1190 m	45.212															
466	2014-10-01	2014-01-01	273	16:00:00	37.3736	-80.51945	1190 m	45.212															
467	2014-10-01	2014-01-01	273	16:00:00	37.3736	-80.51945	1190 m	45.212															
468	2014-10-01	2014-01-01	273	16:00:00	37.3736	-80.51945	1190 m	45.212															
469	2014-10-01	2014-01-01	273	16:00:00	37.3736	-80.51945	1190 m	45.212															
470	2014-10-01	2014-01-01	273	17:00:00	37.37286667	-80.51873333	1192 m	45.212															
471	2014-10-01	2014-01-01	273	17:00:00	37.3729	-80.5187	1195 m	45.212															
472	2014-10-01	2014-01-01	273	17:00:00	37.37286667	-80.51873333	1193 m	45.212															
473	2014-10-01	2014-01-01	273	17:00:00	37.37286667	-80.51875	1192 m	45.212															
474	2014-10-01	2014-01-01	273	17:00:00	37.37286667	-80.51873333	1193 m	45.212															
475	2014-10-01	2014-01-01	273	17:00:00	37.37286667	-80.51873333	1193 m	45.212															
476	2014-10-01	2014-01-01	273	17:00:00	37.37288333	-80.51873333	1193 m	45.212															
477	2014-10-01	2014-01-01	273	17:00:00	37.37288333	-80.51871667	1194 m	45.212															
478	2014-10-01	2014-01-01	273	17:00:00	37.3729	-80.5187	1195 m	45.212															
479	2014-10-01	2014-01-01	273	17:00:00	37.37288333	-80.5187	1194 m	45.212															
480	2014-10-01	2014-01-01	273	17:00:00	37.37288333	-80.5187	1194 m	45.212															
481	2014-10-01	2014-01-01	273	18:00:00	37.3729	-80.5187		45.212															
482	2014-10-01	2014-01-01	273	18:00:00	37.3729	-80.5187		45.212															
483	2014-10-01	2014-01-01	273	18:00:00	37.3729	-80.5187		45.212															
484	2014-10-01	2014-01-01	273	18:00:00	37.3729	-80.5187		45.212															
485	2014-10-01	2014-01-01	273	18:00:00	37.3729	-80.5187		45.212															
486	2014-10-01	2014-01-01	273	18:00:00	37.37263333	-80.51863333		45.212															
487	2014-10-01	2014-01-01	273	18:00:00	37.37263333	-80.51863333		45.212															
488	2014-10-01	2014-01-01	273	18:00:00	37.37263333	-80.51863333		45.212															
489	2014-10-01	2014-01-01	273	18:00:00	37.37263333	-80.51863333		45.212															
490	2014-10-01	2014-01-01	273	18:00:00	37.37263333	-80.51863333		45.212															
491	2014-10-02	2014-01-01	274	12:00:00	0	0		12.954															
492	2014-10-01	2014-01-01	273	17:00:00	37.37286667	-80.51871667	1192 m	45.212															
493	2014-10-02	2014-01-01	274	12:00:00	37.35361667	-80.53615	1237 m	12.954															
494	2014-10-02	2014-01-01	274	12:00:00	37.35361667	-80.53615	1237 m	12.954															
495	2014-10-01	2014-01-01	273	11:00:00	37.37433333	-80.52038333	1199 m	45.212															
496	2014-10-01	2014-01-01	273	11:00:00	37.37441667	-80.52036667	1195 ft	45.212															
497	2014-10-02	2014-01-01	274	15:00:00	37.37741667	-80.52208333	1171 m	12.954															
497.2	2014-10-02	2014-01-01	274	15:00:00	37.37741667	-80.52208333	1171 m	12.954															
498	2014-10-02	2014-01-01	274	15:00:00	37.37741667	-80.52208333	1169 m	12.954															
499	2014-10-02	2014-01-01	274	15:00:00	37.37741667	-80.52206667	1168 m	12.954															
500	2014-10-02	2014-01-01	274	15:00:00	37.37741667	-80.52208333	1168 m	12.954															
501	2014-10-02	2014-01-01	274	15:00:00	37.37741667	-80.52211667	1168 m	12.954															
502	2014-10-02	2014-01-01	274	15:00:00	37.37741667	-80.5221	1168 m	12.954															
502.2	2014-10-02	2014-01-01	274	15:00:00	37.37741667	-80.5221	1168 m	12.954															
503	2014-10-02	2014-01-01	274	15:00:00	37.3773	-80.52203333	1173 m	12.954															
504	2014-10-02	2014-01-01	274	15:00:00	37.37741667	-80.52211667	1167 m	12.954															
505	2014-10-02	2014-01-01	274	15:00:00	37.37741667	-80.52208333	1168 m	12.954															
506	2014-10-02	2014-01-01	274	15:00:00	37.37741667	-80.52208333	1167 m	12.954															
507	2014-10-02	2014-01-01	274	15:00:00	37.3774	-80.52208333	1167 m	12.954															
508	2014-10-02	2014-01-01	274	15:00:00	37.37741667	-80.52208333	1167 m	12.954															
509	2014-10-02	2014-01-01	274	15:00:00	37.37741667	-80.522	1175 m	12.954															
510	2014-10-02	2014-01-01	274	15:00:00	37.37741667	-80.522	1175 m	12.954															
511	2014-10-02	2014-01-01	274	15:00:00	37.37741667	-80.522	1175 m	12.954															
512	2014-10-02	2014-01-01	274	15:00:00	37.37741667	-80.522	1175 m	12.954															
513	2014-10-02	2014-01-01	274	15:00:00	37.37741667	-80.522	1175 m	12.954															
514	2014-10-02	2014-01-01	274	15:00:00	37.37786667	-80.52188333	1177 m	12.954															
515	2014-10-02	2014-01-01	274	15:00:00	37.37786667	-80.52188333	1177 m	12.954															
516	2014-10-02	2014-01-01	274	15:00:00	37.37786667	-80.52188333	1177 m	12.954															
517	2014-10-02	2014-01-01	274	15:00:00	37.37756667	-80.52196667	1177 m	12.954															
518	2014-10-02	2014-01-01	274	15:00:00	37.37758333	-80.52195	1176 m	12.954															
519	2014-10-02	2014-01-01	274	15:00:00	37.37758333	-80.52195	1176 m	12.954															
520	2014-10-02	2014-01-01	274	18:00:00	37.3774	-80.52191667	1174 m	12.954															
521	2014-10-02	2014-01-01	274	18:00:00	37.3774	-80.52191667	1174 m	12.954															
522	2014-10-02	2014-01-01	274	18:00:00	37.3774	-80.52191667	1174 m	12.954															
523	2014-10-02	2014-01-01	274	18:00:00	37.3774	-80.52191667	1174 m	12.954															
524	2014-10-02	2014-01-01	274	18:00:00	37.3774	-80.52191667	1174 m	12.954															
525	2014-10-02	2014-01-01	274	18:00:00	37.37726667	-80.5218	1179 m	12.954															
526	2014-10-02	2014-01-01	274	18:00:00	37.37726667	-80.5218	1179 m	12.954															
527	2014-10-02	2014-01-01	274	18:00:00	37.37726667	-80.5218	1179 m	12.954															
528	2014-10-02	2014-01-01	274	18:00:00	37.37726667	-80.5218	1179 m	12.954															
529	2014-10-02	2014-01-01	274	18:00:00	37.37726667	-80.5218	1179 m	12.954															
530	2014-10-03	2014-01-01	275	11:00:00	37.37071667	-80.51983333	1197 m	12.954															
531	2014-10-03	2014-01-01	275	11:00:00	37.37071667	-80.51983333	1197 m	12.954															
532	2014-10-03	2014-01-01	275	11:00:00	37.37071667	-80.51983333	1197 m	12.954															
533	2015-06-17	2015-01-01	167	10:00:00	37.37431667	-80.52046667	1197	0															
533.2	2015-06-17	2015-01-01	167	10:00:00	37.37431667	-80.52046667	1197	0															
534	2015-06-17	2015-01-01	167	10:00:00	37.37445	-80.52035	1189	0															
534.2	2015-06-17	2015-01-01	167	10:00:00	37.37445	-80.52035	1189	0															
535	2015-06-17	2015-01-01	167	10:00:00	37.37426667	-80.5209	1199	0															
536	2015-06-17	2015-01-01	167	10:00:00	37.37285	-80.51871667	1201	0															
536.2	2015-06-17	2015-01-01	167	10:00:00	37.37285	-80.51871667	1201	0															
537	2015-06-17	2015-01-01	167	10:00:00	37.37285	-80.51871667	1201	0															
537.2	2015-06-17	2015-01-01	167	10:00:00	37.37285	-80.51871667	1201	0															
538	2015-06-17	2015-01-01	167	10:00:00	37.37283333	-80.5187	1201	0															
539	2015-06-17	2015-01-01	167	10:00:00	37.37283333	-80.51871667	1200	0															
540	2015-06-17	2015-01-01	167	10:00:00	37.37281667	-80.51875	1199	0															
541	2015-06-17	2015-01-01	167	10:00:00	37.37285	-80.51871667	1201	0															
542	2015-06-17	2015-01-01	167	10:00:00	37.37283333	-80.5187	1202	0															
543	2015-06-17	2015-01-01	167	10:00:00	37.37283333	-80.5187	1202	0															
544	2015-06-17	2015-01-01	167	10:00:00	37.37283333	-80.5187	1202	0															
545	2015-06-17	2015-01-01	167	10:00:00	37.37283333	-80.5187	1202	0															
546	2015-06-17	2015-01-01	167	10:00:00	37.37285	-80.5187	1202	0															
547	2015-06-17	2015-01-01	167	10:00:00	37.37285	-80.5187	1202	0															
548	2015-06-18	2015-01-01	168	9:00:00	37.37745	-80.52201667	1174	0															
549	2015-06-18	2015-01-01	168	9:00:00	37.37745	-80.52201667	1174	0															
549.2	2015-06-18	2015-01-01	168	9:00:00	37.37745	-80.52201667	1174	0															
550	2015-06-18	2015-01-01	168	9:00:00	37.37745	-80.52203333	1174	0															
550.2	2015-06-18	2015-01-01	168	9:00:00	37.37745	-80.52203333	1174	0															
551	2015-06-18	2015-01-01	168	9:00:00	37.37745	-80.52203333	1174	0															
552	2015-06-18	2015-01-01	168	9:00:00	37.37745	-80.52203333	1174	0															
553	2015-06-18	2015-01-01	168	9:00:00	37.37745	-80.52203333	1174	0															
554	2015-06-18	2015-01-01	168	9:00:00	37.37743333	-80.52203333	1173	0															
555	2015-06-18	2015-01-01	168	9:00:00	37.37738333	-80.52193333	1170	0															
556	2015-06-18	2015-01-01	168	9:00:00	37.37738333	-80.52193333	1170	0															
557	2015-06-18	2015-01-01	168	9:00:00	37.37743333	-80.52201667	1173	0															
558	2015-06-18	2015-01-01	168	9:00:00	37.37743333	-80.52203333	1173	0															
559	2015-06-18	2015-01-01	168	9:00:00	37.37741667	-80.52201667	1173	0															
560	2015-06-18	2015-01-01	168	9:00:00	37.37741667	-80.52201667	1173	0															
561	2015-06-18	2015-01-01	168	9:00:00	37.3774	-80.522	1172	0															
562	2015-06-18	2015-01-01	168	9:00:00	37.3774	-80.522	1172	0															
563	2015-06-18	2015-01-01	168	9:00:00	37.3774	-80.522	1172	0															
564	2015-06-18	2015-01-01	168	9:00:00	37.3774	-80.522	1172	0															
565	2015-06-18	2015-01-01	168	9:00:00	37.3774	-80.522	1172	0															
566	2015-06-18	2015-01-01	168	9:00:00	37.3774	-80.52191667	1171	0															
567	2015-06-18	2015-01-01	168	9:00:00	37.3774	-80.52191667	1171	0															
568	2015-06-18	2015-01-01	168	9:00:00	37.3774	-80.52191667	1171	0															
569	2015-06-18	2015-01-01	168	9:00:00	37.3774	-80.52191667	1171	0															
570	2015-06-18	2015-01-01	168	9:00:00	37.3774	-80.52191667	1171	0															
571	2015-06-18	2015-01-01	168	9:00:00	37.3773	-80.5219	1164	0															
572	2015-06-18	2015-01-01	168	9:00:00	37.3773	-80.5219	1164	0															
573	2015-06-18	2015-01-01	168	9:00:00	37.3773	-80.5219	1164	0															
574	2015-06-18	2015-01-01	168	9:00:00	37.3773	-80.5219	1164	0															
575	2015-06-18	2015-01-01	168	9:00:00	37.3773	-80.5219	1164	0															
576	2015-06-18	2015-01-01	168	9:00:00	37.37781667	-80.5219	1175	0															
577	2015-06-18	2015-01-01	168	9:00:00	37.37785	-80.52186667	1175	0															
578	2015-06-18	2015-01-01	168	9:00:00	37.37785	-80.52183333	1175	0															
579	2015-06-18	2015-01-01	168	9:00:00	37.37775	-80.52186667	1176	0															
580	2015-06-18	2015-01-01	168	9:00:00	37.37771667	-80.52188333	1176	0															
581	2015-06-18	2015-01-01	168	9:00:00	37.37771667	-80.52188333	1176	0															
582	2015-06-18	2015-01-01	168	16:00:00	37.37426667	-80.5209	1199	0															
583	2015-06-18	2015-01-01	168	16:00:00	37.37426667	-80.5209	1199	0															
584	2015-06-18	2015-01-01	168	16:00:00	37.37426667	-80.5209	1199	0															
585	2015-06-18	2015-01-01	168	16:00:00	37.37426667	-80.5209	1199	0															
586	2015-06-18	2015-01-01	168	16:00:00	37.37386667	-80.5206	1178	0															
587	2015-06-18	2015-01-01	168	16:00:00	37.37386667	-80.5206	1178	0															
588	2015-06-18	2015-01-01	168	16:00:00	37.37386667	-80.5206	1178	0															
589	2015-06-18	2015-01-01	168	16:00:00	37.37386667	-80.5206	1178	0															
590	2015-06-18	2015-01-01	168	16:00:00	37.37386667	-80.5206	1178	0															
591	2015-06-18	2015-01-01	168	16:00:00	37.37386667	-80.52045	1175	0															
592	2015-06-18	2015-01-01	168	16:00:00	37.37386667	-80.52045	1175	0															
593	2015-06-18	2015-01-01	168	16:00:00	37.37386667	-80.52045	1175	0															
594	2015-06-18	2015-01-01	168	16:00:00	37.37386667	-80.52045	1175	0															
595	2015-06-18	2015-01-01	168	16:00:00	37.37386667	-80.52045	1175	0															
596	2015-06-18	2015-01-01	168	16:00:00	37.37385	-80.52013333	1175	0															
597	2015-06-18	2015-01-01	168	16:00:00	37.37385	-80.52013333	1175	0															
598	2015-06-18	2015-01-01	168	16:00:00	37.37385	-80.52013333	1175	0															
599	2015-06-18	2015-01-01	168	16:00:00	37.37385	-80.52013333	1175	0															
600	2015-06-18	2015-01-01	168	16:00:00	37.37385	-80.52013333	1175	0															
601	2015-06-18	2015-01-01	168	16:00:00	37.37378333	-80.51973333	1180	0															
602	2015-06-18	2015-01-01	168	16:00:00	37.37378333	-80.51973333	1180	0															
603	2015-06-18	2015-01-01	168	16:00:00	37.37378333	-80.51973333	1180	0															
604	2015-06-18	2015-01-01	168	16:00:00	37.37378333	-80.51973333	1180	0															
605	2015-06-18	2015-01-01	168	16:00:00	37.37378333	-80.51973333	1180	0															
606	2015-06-18	2015-01-01	168	16:00:00	37.37365	-80.51953333	1183	0															
607	2015-06-18	2015-01-01	168	16:00:00	37.37365	-80.51953333	1183	0															
608	2015-06-18	2015-01-01	168	16:00:00	37.37365	-80.51953333	1183	0															
609	2015-06-18	2015-01-01	168	16:00:00	37.37365	-80.51953333	1183	0															
610	2015-06-18	2015-01-01	168	16:00:00	37.37365	-80.51953333	1183	0															
611	2015-06-19	2015-01-01	169	9:00:00	37.37295	-80.51873333	1191	0															
612	2015-06-19	2015-01-01	169	9:00:00	37.37295	-80.51873333	1191	0															
613	2015-06-19	2015-01-01	169	9:00:00	37.37295	-80.51873333	1191	0															
614	2015-06-19	2015-01-01	169	9:00:00	37.37295	-80.51873333	1191	0															
615	2015-06-19	2015-01-01	169	9:00:00	37.37295	-80.51873333	1191	0															
616	2015-06-19	2015-01-01	169	9:00:00	37.37261667	-80.5186	1206	0															
617	2015-06-19	2015-01-01	169	9:00:00	37.37261667	-80.5186	1206	0															
618	2015-06-19	2015-01-01	169	9:00:00	37.37261667	-80.5186	1206	0															
619	2015-06-19	2015-01-01	169	9:00:00	37.37261667	-80.5186	1206	0															
620	2015-06-19	2015-01-01	169	9:00:00	37.37261667	-80.5186	1206	0															
621	2015-06-19	2015-01-01	169	9:00:00	37.37445	-80.52031667	1177	0															
622	2015-06-19	2015-01-01	169	9:00:00	37.37445	-80.52031667	1177	0															
623	2015-06-19	2015-01-01	169	9:00:00	37.37445	-80.52031667	1177	0															
624	2015-06-19	2015-01-01	169	9:00:00	37.37445	-80.52031667	1177	0															
625	2015-06-19	2015-01-01	169	9:00:00	37.37445	-80.52031667	1177	0															
626	2015-06-19	2015-01-01	169	9:00:00	37.37451667	-80.52023333	1182	0															
627	2015-06-19	2015-01-01	169	9:00:00	37.37451667	-80.52023333	1182	0															
628	2015-06-19	2015-01-01	169	9:00:00	37.37451667	-80.52023333	1182	0															
629	2015-06-19	2015-01-01	169	9:00:00	37.37451667	-80.52023333	1182	0															
630	2015-06-19	2015-01-01	169	9:00:00	37.37451667	-80.52023333	1182	0															
631	2015-06-19	2015-01-01	169	9:00:00	37.37431667	-80.52043333	1173	0															
632	2015-06-19	2015-01-01	169	9:00:00	37.37431667	-80.52043333	1173	0															
633	2015-06-19	2015-01-01	169	9:00:00	37.37431667	-80.52043333	1173	0															
634	2015-06-19	2015-01-01	169	9:00:00	37.37431667	-80.52043333	1173	0															
635	2015-06-19	2015-01-01	169	9:00:00	37.37431667	-80.52043333	1173	0															
636	2015-06-19	2015-01-01	169	9:00:00	37.37436667	-80.52056667	1174	0															
637	2015-06-19	2015-01-01	169	9:00:00	37.37436667	-80.52056667	1174	0															
638	2015-06-19	2015-01-01	169	9:00:00	37.37436667	-80.52056667	1174	0															
639	2015-06-19	2015-01-01	169	9:00:00	37.37436667	-80.52056667	1174	0															
640	2015-06-19	2015-01-01	169	9:00:00	37.37436667	-80.52056667	1174	0															
641	2015-06-19	2015-01-01	169	9:00:00	37.37238333	-80.51981667	1205	0															
642	2015-06-19	2015-01-01	169	9:00:00	37.37238333	-80.51981667	1205	0															
643	2015-06-19	2015-01-01	169	9:00:00	37.37238333	-80.51981667	1205	0															
644	2015-06-19	2015-01-01	169	11:00:00	37.3537	-80.53615	1240	0															
644.2	2015-06-19	2015-01-01	169	11:00:00	37.3537	-80.53615	1240	0															
645	2015-06-19	2015-01-01	169	11:00:00	37.37031667	-80.51948333	1240	0															
645.2	2015-06-19	2015-01-01	169	11:00:00	37.37031667	-80.51948333	1240	0															
646	2015-06-19	2015-01-01	169	11:00:00	37.3537	-80.53615	1240	0															
646.2	2015-06-19	2015-01-01	169	11:00:00	37.3537	-80.53615	1240	0															
647.2	2015-07-10	2015-01-01	190	11:00:00	0	0		0															
648.2	2015-07-24	2015-01-01	204	10:00:00	43.439974	-71.822796		0															
649.2	2015-07-24	2015-01-01	204	10:00:00	43.439974	-71.822796		0															
650.2	2015-07-24	2015-01-01	204	10:00:00	43.439974	-71.822796		0															
651.2	2015-07-24	2015-01-01	204	10:00:00	43.439974	-71.822796		0															
652.2	2015-07-24	2015-01-01	204	10:00:00	43.439974	-71.822796		0															
653.2	2015-09-28	2015-01-01	270	11:00:00	0	0		0															
654.2	2015-09-28	2015-01-01	270	11:00:00	0	0		0															
655	2015-10-07	2015-01-01	279	16:30:00	37.3773	-80.52201667	1174	0															
656	2015-10-07	2015-01-01	279	16:30:00	37.3773	-80.52203333	1174	0															
657	2015-10-07	2015-01-01	279	16:30:00	37.37733333	-80.52201667	1174	0															
658	2015-10-07	2015-01-01	279	16:30:00	37.37738333	-80.52205	1172	0															
659	2015-10-07	2015-01-01	279	16:30:00	37.37735	-80.52205	1170	0															
659.2	2015-10-07	2015-01-01	279	16:30:00	37.37735	-80.52205	1170	0															
660	2015-10-07	2015-01-01	279	16:30:00	37.37735	-80.52206667	1168	0															
661	2015-10-07	2015-01-01	279	16:30:00	37.37735	-80.52208333	1167	0															
662	2015-10-07	2015-01-01	279	17:00:00	37.37735	-80.52208333	1167	0															
663	2015-10-07	2015-01-01	279	17:00:00	37.3774	-80.52208333	1169	0															
664	2015-10-07	2015-01-01	279	17:00:00	37.37726667	-80.52206667	1168	0															
665	2015-10-07	2015-01-01	279	17:00:00	37.37725	-80.52193333	1169	0															
666	2015-10-07	2015-01-01	279	17:00:00	37.37726667	-80.52188333	1171	0															
667	2015-10-07	2015-01-01	279	17:00:00	37.37736667	-80.52185	1173	0															
668	2015-10-07	2015-01-01	279	17:00:00	37.37723333	-80.52183333	1173	0															
669	2015-10-07	2015-01-01	279	17:00:00	37.37756667	-80.52198333	1166	0															
670	2015-10-07	2015-01-01	279	17:00:00	37.37758333	-80.52193333	1166	0															
671	2015-10-07	2015-01-01	279	18:00:00	37.3776	-80.52188333	1167	0															
672	2015-10-07	2015-01-01	279	18:00:00	37.37738333	-80.52203333	1166	0															
673	2015-10-07	2015-01-01	279	18:00:00	37.3774	-80.52203333	1166	0															
673.2	2015-10-19	2015-01-01	291	18:00:00	37.37738333	-80.52208333	1169	0															
674	2015-10-07	2015-01-01	279	18:00:00	37.35361667	-80.53611667	1236	0															
674.2	2015-10-07	2015-01-01	279	18:00:00	37.35361667	-80.53611667	1236	0															
675	2015-10-07	2015-01-01	279	18:00:00	37.35365	-80.53613333	1240	0															
676	2015-10-07	2015-01-01	279	18:00:00	37.35365	-80.53615	1240	0															
675.2	2015-10-12	2015-01-01	284	18:30:00	37.35365	-80.53613333	1240	0															
676.2	2015-10-12	2015-01-01	284	18:30:00	37.35365	-80.53615	1240	0															
677	2015-10-12	2015-01-01	284	17:30:00	37.37435	-80.52046667	1172	0															
677.2	2015-10-12	2015-01-01	284	17:30:00	37.37435	-80.52046667	1172	0															
678	2015-10-12	2015-01-01	284	17:30:00	37.37433333	-80.5205	1179	0															
678.2	2015-10-12	2015-01-01	284	17:30:00	37.37433333	-80.5205	1179	0															
679	2015-10-13	2015-01-01	285	9:00:00	37.37445	-80.52046667	1182	0															
680	2015-10-13	2015-01-01	285	9:00:00	37.37435	-80.52046667	1183	0															
681	2015-10-13	2015-01-01	285	9:00:00	37.37435	-80.52046667	1182	0															
682	2015-10-13	2015-01-01	285	9:00:00	37.37435	-80.52048333	1180	0															
